CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
10469,53,Male,79090,SEO,Conversion,7034.54,0.0175111,0.0217794,46,9.51755,1.73418,34,7,9,1,1935,IsConfid,ToolConfid,1
10470,47,Female,22451,Referral,Retention,4176.32,0.166707,0.0189696,4,8.82939,8.37341,12,10,6,4,2570,IsConfid,ToolConfid,1
10471,35,Female,85560,Referral,Retention,3231.55,0.237645,0.077319,16,8.03767,13.1292,20,11,3,6,2968,IsConfid,ToolConfid,1
10472,19,Female,25962,Referral,Retention,9396.67,0.0300393,0.0468309,8,4.63524,12.7165,72,5,3,7,1132,IsConfid,ToolConfid,1
10473,66,Female,120860,SEO,Consideration,2701.73,0.12982,0.146526,25,8.41764,3.44126,23,15,9,8,2083,IsConfid,ToolConfid,1
10474,30,Female,116951,PPC,Conversion,4042.75,0.104688,0.190124,12,2.96641,8.2309,47,4,9,3,237,IsConfid,ToolConfid,1
10475,21,Female,109552,Referral,Retention,3884.68,0.274963,0.135709,6,6.26817,6.27768,32,9,7,4,1708,IsConfid,ToolConfid,1
10476,43,Female,36444,PPC,Conversion,2487.86,0.0638827,0.134409,47,7.71331,8.63241,0,4,0,7,4915,IsConfid,ToolConfid,1
10477,42,Female,60443,PPC,Awareness,2253.02,0.102325,0.0112532,39,1.83197,1.58856,71,17,6,7,674,IsConfid,ToolConfid,0
10478,47,Male,36506,Email,Retention,3093.56,0.270549,0.107333,17,8.86722,14.7297,2,1,3,1,24,IsConfid,ToolConfid,1
10479,28,Female,58384,SEO,Retention,8655.94,0.105889,0.165249,36,7.54587,8.67096,13,13,3,0,641,IsConfid,ToolConfid,1
10480,24,Male,128598,PPC,Awareness,7694.12,0.164091,0.134283,44,5.79951,2.2297,13,6,7,9,1457,IsConfid,ToolConfid,1
10481,48,Female,135874,SEO,Conversion,6841.9,0.0195802,0.0532787,23,1.56168,9.81289,48,7,5,9,538,IsConfid,ToolConfid,1
10482,61,Female,117229,SEO,Awareness,4625.32,0.295622,0.17121,31,7.25067,0.611846,32,3,4,3,2595,IsConfid,ToolConfid,1
10483,27,Female,132314,Email,Awareness,5126.76,0.249235,0.193232,6,5.02526,0.593773,3,4,8,1,1897,IsConfid,ToolConfid,1
10484,56,Female,139846,SEO,Awareness,2744.67,0.193976,0.0630086,19,7.6301,3.09763,37,16,1,9,793,IsConfid,ToolConfid,1
10485,30,Male,44248,PPC,Awareness,835.728,0.027619,0.0493479,44,1.32733,4.42847,24,5,6,2,1440,IsConfid,ToolConfid,0
10486,48,Male,66162,"Social Media",Conversion,3377.3,0.0317123,0.0743201,33,6.17284,4.31583,46,0,1,1,899,IsConfid,ToolConfid,0
10487,24,Female,62690,PPC,Retention,5006.28,0.168042,0.0220001,18,5.02318,6.92599,12,2,4,3,1729,IsConfid,ToolConfid,1
10488,66,Female,147521,PPC,Awareness,667.399,0.0926687,0.175952,45,4.86834,7.94132,38,9,2,7,3229,IsConfid,ToolConfid,1
10489,59,Male,89625,SEO,Awareness,973.51,0.190609,0.186567,13,5.65815,6.6212,24,12,8,8,4808,IsConfid,ToolConfid,1
10490,59,Female,132752,PPC,Consideration,2703.95,0.183476,0.130328,31,2.11302,5.92139,72,18,5,6,183,IsConfid,ToolConfid,1
10491,53,Female,88008,"Social Media",Conversion,3734.1,0.253209,0.155224,8,9.41906,10.217,42,13,5,1,265,IsConfid,ToolConfid,1
10492,37,Female,80309,SEO,Awareness,3993.84,0.0915993,0.137044,35,7.34232,4.10089,37,10,2,6,2471,IsConfid,ToolConfid,1
10493,21,Male,63237,Referral,Consideration,1267.07,0.17758,0.0816973,48,1.76364,9.60319,34,17,8,9,3655,IsConfid,ToolConfid,1
10494,24,Female,146967,PPC,Awareness,2335.63,0.235435,0.130088,25,1.71514,14.3717,92,10,6,5,3384,IsConfid,ToolConfid,1
10495,18,Female,125754,PPC,Conversion,2690.31,0.152324,0.168901,19,2.89596,7.34071,54,14,4,3,3777,IsConfid,ToolConfid,1
10496,61,Female,55732,Email,Consideration,769.585,0.250887,0.163882,28,3.1575,7.91237,49,3,9,0,2908,IsConfid,ToolConfid,1
10497,62,Female,28104,Referral,Consideration,3328.39,0.0480701,0.0254009,15,5.42935,11.06,77,10,6,9,3476,IsConfid,ToolConfid,1
10498,59,Female,103230,Referral,Conversion,814.994,0.22283,0.0978942,30,5.8281,7.85724,33,5,9,9,4039,IsConfid,ToolConfid,1
10499,64,Female,110266,"Social Media",Consideration,7064.23,0.283465,0.0854911,23,2.31227,2.58666,24,17,1,0,2359,IsConfid,ToolConfid,1
10500,30,Male,54980,Referral,Consideration,3921.87,0.106246,0.152882,29,9.76179,9.3552,41,11,5,5,3772,IsConfid,ToolConfid,1
10501,39,Male,149985,Email,Awareness,3334.85,0.116238,0.105261,7,8.42292,7.87722,91,15,4,6,1687,IsConfid,ToolConfid,1
10502,38,Male,146133,"Social Media",Consideration,1352.57,0.0342294,0.0764432,25,6.70139,14.2964,50,19,5,0,479,IsConfid,ToolConfid,1
10503,39,Male,94990,Referral,Retention,2342.39,0.196033,0.144206,14,3.50115,1.84855,93,15,7,1,2565,IsConfid,ToolConfid,1
10504,45,Female,59560,"Social Media",Conversion,2403.78,0.170211,0.0999799,49,9.19306,8.27879,36,17,2,8,4139,IsConfid,ToolConfid,1
10505,26,Female,29554,Referral,Awareness,9853.52,0.0217003,0.0587586,9,3.83719,9.4455,65,13,9,9,2156,IsConfid,ToolConfid,1
10506,43,Female,111049,Referral,Consideration,8369.96,0.228141,0.179179,35,3.87313,9.48847,84,16,7,3,4223,IsConfid,ToolConfid,1
10507,26,Male,127007,Referral,Retention,251.097,0.250493,0.0314791,38,4.17633,1.36566,33,14,8,3,4115,IsConfid,ToolConfid,1
10508,32,Female,65987,PPC,Awareness,6206.68,0.273065,0.0134367,23,1.43142,5.25355,82,9,4,9,2948,IsConfid,ToolConfid,1
10509,27,Male,50985,Referral,Conversion,2633.51,0.168263,0.0373431,48,1.55669,4.30687,37,6,4,5,680,IsConfid,ToolConfid,1
10510,41,Male,110298,PPC,Consideration,1133.33,0.141248,0.0410922,7,5.28223,10.3598,30,4,6,4,4041,IsConfid,ToolConfid,1
10511,59,Male,68167,SEO,Conversion,7085.44,0.26408,0.112228,0,8.93578,11.1635,25,10,3,8,2653,IsConfid,ToolConfid,1
10512,25,Female,136533,Email,Conversion,1402.89,0.125622,0.128724,9,9.48137,3.53441,75,2,2,2,3021,IsConfid,ToolConfid,1
10513,41,Male,60428,"Social Media",Consideration,4493.03,0.200079,0.0952361,46,7.98146,12.4782,93,16,2,7,4700,IsConfid,ToolConfid,1
10514,33,Female,87238,"Social Media",Consideration,6358.44,0.188455,0.0487925,22,4.6398,7.53299,25,18,8,0,4292,IsConfid,ToolConfid,1
10515,66,Male,135078,SEO,Awareness,5589.5,0.117927,0.0351163,37,3.79442,4.31293,62,8,9,6,3075,IsConfid,ToolConfid,1
10516,43,Female,82723,Referral,Conversion,9778.53,0.0351981,0.103509,9,2.94134,4.84642,47,3,0,7,2911,IsConfid,ToolConfid,0
10517,44,Female,37038,Email,Consideration,7878.85,0.0162105,0.117442,32,5.84605,4.32129,94,14,8,8,154,IsConfid,ToolConfid,1
10518,54,Female,42219,SEO,Conversion,7764.51,0.134189,0.0677527,30,5.34214,9.26441,78,8,7,9,716,IsConfid,ToolConfid,1
10519,21,Female,24271,SEO,Consideration,3620.39,0.149548,0.0518836,37,5.20207,8.14246,9,15,0,0,1137,IsConfid,ToolConfid,1
10520,67,Female,47397,"Social Media",Conversion,183.115,0.248577,0.0253126,12,3.84601,14.1116,35,16,7,0,3578,IsConfid,ToolConfid,1
10521,41,Female,94491,PPC,Awareness,7370.67,0.130179,0.0149865,34,6.23734,4.46849,39,17,3,7,4901,IsConfid,ToolConfid,1
10522,36,Female,138088,PPC,Conversion,9997.35,0.0915364,0.0300899,43,6.47139,5.12807,25,4,5,1,4303,IsConfid,ToolConfid,1
10523,53,Male,49602,Referral,Consideration,4118.2,0.144008,0.150995,46,8.87675,0.593921,8,4,7,5,3670,IsConfid,ToolConfid,1
10524,56,Male,74471,Referral,Retention,9856.63,0.0790172,0.0753635,31,7.85263,4.82591,52,8,0,7,1255,IsConfid,ToolConfid,1
10525,27,Male,82150,SEO,Awareness,1502.91,0.0364946,0.0152096,21,3.969,4.13776,80,9,3,9,4067,IsConfid,ToolConfid,1
10526,42,Female,64227,Referral,Awareness,3035.47,0.0427825,0.106551,6,4.41583,6.32894,69,12,1,5,3411,IsConfid,ToolConfid,1
10527,35,Female,117081,PPC,Retention,1790.2,0.102555,0.111853,5,3.1555,7.68679,85,16,0,8,2851,IsConfid,ToolConfid,1
10528,36,Female,43116,Email,Consideration,4804.24,0.0136762,0.0914509,40,2.53767,10.2186,79,12,3,7,3117,IsConfid,ToolConfid,1
10529,53,Female,26674,"Social Media",Awareness,7990.12,0.073859,0.0310297,15,1.98002,3.28238,85,6,2,6,4355,IsConfid,ToolConfid,0
10530,27,Female,37469,PPC,Retention,3472.55,0.238382,0.153444,11,1.30708,8.56807,52,19,8,4,4414,IsConfid,ToolConfid,1
10531,50,Female,25446,Referral,Retention,9071.67,0.078039,0.140925,8,4.75914,11.0653,38,2,0,0,2209,IsConfid,ToolConfid,0
10532,67,Female,144809,"Social Media",Conversion,5493.82,0.0421116,0.0849985,39,9.6321,3.99714,60,0,5,1,2972,IsConfid,ToolConfid,1
10533,22,Male,40760,"Social Media",Conversion,4707.7,0.285233,0.0823549,4,5.8421,5.59257,51,9,3,1,214,IsConfid,ToolConfid,1
10534,64,Female,21963,SEO,Consideration,7891.65,0.190516,0.0396277,2,7.67941,3.47422,67,14,3,0,2000,IsConfid,ToolConfid,1
10535,66,Male,128281,Referral,Retention,1104.29,0.0274075,0.153174,35,4.5795,2.10996,67,12,2,4,2552,IsConfid,ToolConfid,1
10536,52,Female,96002,SEO,Conversion,7760.15,0.0280508,0.123919,42,4.45965,11.465,72,16,1,2,957,IsConfid,ToolConfid,1
10537,61,Male,47262,"Social Media",Consideration,2505.22,0.187515,0.0263008,9,2.12682,3.98092,77,17,3,7,2929,IsConfid,ToolConfid,0
10538,51,Female,25177,SEO,Awareness,2880.04,0.166637,0.0818321,7,3.69866,5.82975,41,9,6,1,786,IsConfid,ToolConfid,1
10539,50,Female,31160,Referral,Conversion,6034.59,0.0298287,0.181677,8,9.35805,4.09146,89,19,6,2,1235,IsConfid,ToolConfid,1
10540,38,Male,122876,PPC,Consideration,9029.15,0.0750515,0.0959512,12,5.41181,1.13546,66,8,0,8,3484,IsConfid,ToolConfid,1
10541,34,Male,27543,Email,Conversion,5826.23,0.279422,0.0717362,18,2.83908,11.0704,95,0,9,1,2170,IsConfid,ToolConfid,1
10542,39,Female,127211,PPC,Awareness,6524.6,0.175883,0.132319,22,6.97378,9.82828,74,11,2,8,2646,IsConfid,ToolConfid,1
10543,65,Female,102162,"Social Media",Awareness,7788.29,0.137694,0.0485648,42,4.64903,7.40383,50,10,3,8,282,IsConfid,ToolConfid,1
10544,54,Female,59278,PPC,Conversion,2667.32,0.0825451,0.109523,23,8.44601,10.2779,2,10,2,2,17,IsConfid,ToolConfid,1
10545,32,Female,49607,SEO,Awareness,8289.61,0.0487724,0.137209,2,1.83545,12.7742,12,14,5,4,4699,IsConfid,ToolConfid,1
10546,52,Male,105835,Referral,Consideration,4237.81,0.126763,0.172427,32,5.69627,9.46771,12,19,6,9,2568,IsConfid,ToolConfid,1
10547,45,Female,144403,PPC,Conversion,1838.99,0.277486,0.141576,22,8.21091,13.6484,60,13,3,1,4952,IsConfid,ToolConfid,1
10548,24,Female,37221,PPC,Conversion,3566.17,0.0241263,0.0830379,13,8.68405,3.42168,23,8,6,0,1383,IsConfid,ToolConfid,1
10549,49,Female,23323,Referral,Awareness,2536.7,0.297384,0.155882,18,4.56711,13.3087,19,1,5,2,272,IsConfid,ToolConfid,1
10550,28,Male,72105,SEO,Consideration,2364.26,0.0702657,0.180696,32,7.66937,8.35225,73,1,0,7,4735,IsConfid,ToolConfid,1
10551,27,Female,127841,Email,Conversion,2897.38,0.128543,0.100775,22,9.69139,12.7036,86,15,0,1,4932,IsConfid,ToolConfid,1
10552,26,Female,96151,PPC,Conversion,1891.22,0.0230649,0.0108551,26,6.59735,11.2852,96,5,3,4,1782,IsConfid,ToolConfid,1
10553,31,Female,144908,"Social Media",Awareness,6710.25,0.179587,0.177374,11,8.30431,1.33578,54,12,6,3,3617,IsConfid,ToolConfid,1
10554,30,Female,86968,SEO,Awareness,5841.92,0.150231,0.041434,45,6.16375,12.648,34,5,3,8,1319,IsConfid,ToolConfid,1
10555,42,Female,43238,SEO,Consideration,6519.57,0.203345,0.0340018,46,8.11191,5.39068,77,0,6,9,2773,IsConfid,ToolConfid,1
10556,19,Female,125959,PPC,Consideration,3502.87,0.167377,0.0684589,6,9.46629,6.63546,79,12,5,4,1181,IsConfid,ToolConfid,1
10557,52,Male,83830,Referral,Awareness,7720.36,0.125472,0.0821969,35,7.40316,0.660581,29,1,3,0,3611,IsConfid,ToolConfid,1
10558,24,Female,93967,PPC,Consideration,1383.13,0.223949,0.161882,45,2.38986,11.5015,82,0,9,6,1323,IsConfid,ToolConfid,1
10559,38,Female,28330,PPC,Retention,5754.25,0.0172561,0.0839448,17,1.73728,7.27088,32,0,7,8,3615,IsConfid,ToolConfid,1
10560,35,Male,64153,Referral,Retention,2826.98,0.166898,0.019276,15,8.30878,14.1245,40,10,0,5,2340,IsConfid,ToolConfid,1
10561,20,Male,28611,"Social Media",Awareness,5323.34,0.0430241,0.130833,13,3.3253,4.57447,65,15,6,9,1245,IsConfid,ToolConfid,1
10562,59,Female,33872,Referral,Conversion,3304.01,0.136442,0.137532,20,8.87739,7.69304,48,8,0,7,4321,IsConfid,ToolConfid,1
10563,56,Male,69455,PPC,Awareness,7926.07,0.239426,0.164702,42,2.7654,6.46146,7,6,5,8,1597,IsConfid,ToolConfid,1
10564,58,Female,54930,Email,Awareness,8923.59,0.0513136,0.0857846,26,9.19942,11.9856,83,13,6,6,3819,IsConfid,ToolConfid,1
10565,66,Female,92022,Referral,Awareness,7451.55,0.281385,0.0263535,24,8.24694,8.26683,2,4,5,4,415,IsConfid,ToolConfid,1
10566,28,Male,82714,"Social Media",Conversion,1838.28,0.267666,0.115082,37,8.93137,7.16823,84,18,3,2,187,IsConfid,ToolConfid,1
10567,56,Male,144906,Referral,Retention,2821.18,0.130322,0.0329895,14,3.09437,14.2289,64,16,7,3,2136,IsConfid,ToolConfid,1
10568,41,Female,122406,Referral,Consideration,9201.64,0.0117327,0.0132443,9,8.9068,5.98018,84,7,7,3,4139,IsConfid,ToolConfid,1
10569,63,Female,108794,SEO,Retention,4428.48,0.239026,0.157931,29,6.28804,7.60528,71,3,1,6,2166,IsConfid,ToolConfid,1
10570,36,Male,68716,SEO,Consideration,9417.69,0.26546,0.086648,43,1.75607,8.53504,1,1,0,8,2578,IsConfid,ToolConfid,1
10571,21,Female,128722,PPC,Consideration,3985.27,0.060674,0.109751,8,9.37936,1.28104,86,19,7,1,2942,IsConfid,ToolConfid,0
10572,43,Female,86704,PPC,Awareness,9522.57,0.275696,0.135941,27,2.75178,8.13443,40,12,6,9,1912,IsConfid,ToolConfid,1
10573,55,Female,20415,Referral,Awareness,9264.82,0.275088,0.0861953,48,2.92149,5.3691,52,19,9,1,3837,IsConfid,ToolConfid,1
10574,59,Female,96441,Email,Consideration,6639.22,0.146674,0.019715,17,7.33628,9.92858,74,5,1,3,1386,IsConfid,ToolConfid,1
10575,49,Female,131736,PPC,Conversion,187.388,0.24143,0.0580213,10,6.24758,9.83256,15,17,4,7,3349,IsConfid,ToolConfid,1
10576,56,Female,90779,Referral,Conversion,4063.31,0.139035,0.0469248,37,9.12692,10.8138,8,4,4,9,4288,IsConfid,ToolConfid,1
10577,62,Male,102069,Referral,Conversion,9121.23,0.173573,0.195705,1,3.76259,6.28768,95,11,6,0,585,IsConfid,ToolConfid,1
10578,63,Female,112556,Referral,Conversion,8862.59,0.102753,0.150506,21,1.37549,2.01942,38,18,1,5,4293,IsConfid,ToolConfid,1
10579,53,Female,108444,Referral,Awareness,1955.14,0.0562461,0.0957945,22,9.95499,6.86772,63,19,8,0,3445,IsConfid,ToolConfid,1
10580,57,Male,91435,Referral,Retention,4051.91,0.226496,0.0220398,19,3.81469,8.5067,35,18,8,8,2478,IsConfid,ToolConfid,1
10581,54,Female,119142,SEO,Retention,8371.55,0.0104039,0.0320116,44,2.45734,0.860329,22,14,4,4,2108,IsConfid,ToolConfid,1
10582,50,Female,124448,"Social Media",Consideration,5820.99,0.17807,0.164451,28,9.85943,8.43676,46,6,1,2,2636,IsConfid,ToolConfid,1
10583,53,Female,29888,"Social Media",Conversion,8488.26,0.260759,0.189635,25,6.06604,6.28951,48,18,6,0,2737,IsConfid,ToolConfid,1
10584,20,Female,65299,Referral,Awareness,8283.02,0.0741704,0.0159565,40,2.33972,7.43763,54,2,3,3,4829,IsConfid,ToolConfid,1
10585,26,Male,144790,PPC,Awareness,9084.07,0.106541,0.182975,11,8.52239,4.89838,93,0,2,9,3240,IsConfid,ToolConfid,1
10586,25,Female,78765,Email,Awareness,1260.48,0.180371,0.0823071,47,9.50877,7.63602,9,9,6,5,1392,IsConfid,ToolConfid,1
10587,50,Female,82714,Referral,Consideration,1537.63,0.0815924,0.0505902,28,8.93152,13.2867,62,3,6,7,2679,IsConfid,ToolConfid,1
10588,23,Male,147854,Email,Awareness,919.809,0.255771,0.0294241,18,2.78757,11.9238,94,15,0,8,4906,IsConfid,ToolConfid,1
10589,58,Female,35935,SEO,Consideration,9359.16,0.116315,0.156632,33,1.47419,9.43264,25,11,6,3,1914,IsConfid,ToolConfid,1
10590,56,Female,93002,"Social Media",Consideration,4804.11,0.178668,0.099093,47,4.3417,9.58537,47,9,9,4,3377,IsConfid,ToolConfid,1
10591,21,Male,100631,SEO,Consideration,736.82,0.0755751,0.168161,26,4.19361,13.4832,29,2,4,7,4254,IsConfid,ToolConfid,1
10592,30,Female,96729,PPC,Consideration,3283.15,0.022002,0.0529699,29,4.65327,7.45559,1,7,6,2,1914,IsConfid,ToolConfid,1
10593,66,Male,21320,PPC,Awareness,3578.99,0.0603731,0.138928,36,8.19083,8.32053,28,4,7,3,2538,IsConfid,ToolConfid,1
10594,19,Male,66032,Referral,Awareness,8114.64,0.0233977,0.0324431,30,1.08682,12.9726,53,15,9,9,4577,IsConfid,ToolConfid,1
10595,22,Male,97763,PPC,Retention,7381.22,0.145895,0.0270526,27,7.07332,11.4434,31,3,6,5,2748,IsConfid,ToolConfid,1
10596,61,Male,37907,PPC,Awareness,6924.93,0.180125,0.035346,24,9.86639,6.77939,37,15,9,4,1743,IsConfid,ToolConfid,1
10597,44,Female,58002,SEO,Conversion,316.449,0.0229558,0.163691,48,4.59238,4.9263,20,2,1,7,1537,IsConfid,ToolConfid,1
10598,49,Male,64838,Email,Conversion,9115.89,0.0362398,0.134568,5,5.36552,8.00837,26,3,3,9,345,IsConfid,ToolConfid,1
10599,38,Female,58912,"Social Media",Consideration,2234,0.150802,0.0415331,6,6.65178,2.24886,87,15,5,1,3835,IsConfid,ToolConfid,0
10600,25,Male,20552,PPC,Consideration,6327.71,0.241762,0.0831067,5,3.57026,10.3664,33,4,8,8,4205,IsConfid,ToolConfid,1
10601,55,Female,40140,PPC,Consideration,712.009,0.192123,0.1551,34,7.46665,7.23449,22,17,4,0,4325,IsConfid,ToolConfid,1
10602,25,Female,105591,SEO,Retention,907.108,0.040366,0.0642781,24,2.82697,9.12733,77,19,1,1,146,IsConfid,ToolConfid,0
10603,67,Female,135169,"Social Media",Consideration,194.815,0.267387,0.18504,20,1.58313,12.7699,38,7,3,7,1939,IsConfid,ToolConfid,1
10604,20,Male,68737,SEO,Retention,5702.68,0.276061,0.183775,46,8.21196,5.66665,68,7,7,7,72,IsConfid,ToolConfid,1
10605,61,Female,53367,Email,Consideration,6330.86,0.104237,0.115051,47,2.58867,7.70894,72,6,3,7,2276,IsConfid,ToolConfid,1
10606,20,Male,100634,SEO,Conversion,599.577,0.188645,0.130075,16,7.58344,8.55751,44,9,7,1,2461,IsConfid,ToolConfid,1
10607,39,Female,44061,"Social Media",Consideration,2975.8,0.152775,0.134111,40,8.84177,4.56254,62,1,3,7,4256,IsConfid,ToolConfid,1
10608,23,Female,116590,"Social Media",Awareness,8529.4,0.283187,0.059109,25,1.41197,4.48512,7,19,7,4,3225,IsConfid,ToolConfid,1
10609,19,Female,100336,PPC,Consideration,1102.95,0.157537,0.0794111,40,7.36026,8.13023,6,5,2,3,2621,IsConfid,ToolConfid,1
10610,40,Female,62124,Email,Awareness,2243.82,0.28839,0.0358288,16,6.81612,4.22887,29,14,3,1,3375,IsConfid,ToolConfid,1
10611,61,Male,65638,Referral,Awareness,4301.47,0.0678093,0.185726,6,6.61492,12.9874,11,13,9,8,1144,IsConfid,ToolConfid,1
10612,19,Female,130728,PPC,Awareness,8438.51,0.110206,0.147531,24,3.65822,14.9257,19,7,8,2,1635,IsConfid,ToolConfid,1
10613,55,Female,111115,SEO,Awareness,2623.01,0.23659,0.0188077,33,1.41067,3.55736,63,8,4,4,4238,IsConfid,ToolConfid,1
10614,34,Female,21982,SEO,Retention,9971.66,0.237247,0.114384,25,1.88637,8.84125,28,4,2,3,3470,IsConfid,ToolConfid,1
10615,52,Female,136322,"Social Media",Retention,3617.09,0.222333,0.075184,5,3.45623,2.60798,54,4,2,8,972,IsConfid,ToolConfid,0
10616,51,Male,126134,"Social Media",Consideration,3925.84,0.259287,0.164905,9,4.6557,3.19078,11,8,3,3,1593,IsConfid,ToolConfid,1
10617,40,Male,55765,"Social Media",Consideration,1308.85,0.213738,0.075322,16,9.26287,11.6066,83,6,1,4,2264,IsConfid,ToolConfid,1
10618,47,Female,102606,Referral,Retention,6833.96,0.194465,0.132389,13,7.15668,3.39536,21,7,6,7,3549,IsConfid,ToolConfid,1
10619,69,Female,116422,Referral,Consideration,2510.31,0.143088,0.0414907,2,1.23506,11.3605,22,14,6,3,4815,IsConfid,ToolConfid,1
10620,25,Female,129910,PPC,Consideration,6325.79,0.145455,0.116164,47,9.27743,6.35842,47,2,8,1,2806,IsConfid,ToolConfid,1
10621,39,Female,74681,Referral,Retention,2309.26,0.127787,0.0658383,15,7.48315,7.45216,44,16,7,9,191,IsConfid,ToolConfid,1
10622,61,Male,83232,"Social Media",Retention,3939.94,0.189861,0.0413288,4,5.43316,4.26147,25,18,2,1,2982,IsConfid,ToolConfid,0
10623,53,Female,82349,PPC,Consideration,8581.05,0.127933,0.127659,47,5.16714,8.46023,27,17,4,9,586,IsConfid,ToolConfid,1
10624,22,Female,120063,PPC,Retention,7415.17,0.0527734,0.131342,22,9.39865,5.30755,54,9,7,8,4510,IsConfid,ToolConfid,1
10625,30,Female,83474,Email,Conversion,1630.45,0.0408936,0.196837,26,5.95007,3.03121,72,1,7,9,2694,IsConfid,ToolConfid,1
10626,46,Female,125327,Referral,Awareness,6116.31,0.278097,0.13713,4,5.52499,2.51656,68,1,1,5,661,IsConfid,ToolConfid,0
10627,48,Male,49513,SEO,Awareness,6323.54,0.0171743,0.107985,36,7.97162,14.995,1,16,0,0,2491,IsConfid,ToolConfid,1
10628,64,Male,42592,SEO,Conversion,996.628,0.0405855,0.183398,37,6.33804,5.51168,27,14,4,9,1606,IsConfid,ToolConfid,1
10629,33,Female,132196,Email,Conversion,4711.48,0.139138,0.167373,17,3.23975,12.1714,76,15,0,1,412,IsConfid,ToolConfid,1
10630,59,Male,43618,"Social Media",Consideration,2680.62,0.0862486,0.114262,11,9.98991,5.45008,78,5,6,8,3696,IsConfid,ToolConfid,1
10631,47,Male,71632,Email,Consideration,4724.59,0.127696,0.107156,20,3.52702,9.53291,52,19,7,7,3021,IsConfid,ToolConfid,1
10632,33,Female,35409,"Social Media",Awareness,7793,0.0440597,0.188974,6,7.14814,12.6969,13,1,5,8,1654,IsConfid,ToolConfid,1
10633,29,Male,29529,Referral,Consideration,1666.77,0.047963,0.127254,16,5.40762,10.5925,45,14,2,5,4498,IsConfid,ToolConfid,1
10634,34,Female,142164,Referral,Awareness,1320.71,0.242191,0.145618,41,2.0965,1.5016,77,17,9,2,4166,IsConfid,ToolConfid,1
10635,33,Female,44154,PPC,Consideration,2766.23,0.230142,0.026469,8,9.63081,3.29525,66,7,0,3,4757,IsConfid,ToolConfid,0
10636,29,Female,52882,PPC,Consideration,9527.53,0.0402333,0.146478,40,4.02157,13.167,73,3,1,6,4506,IsConfid,ToolConfid,1
10637,25,Female,64917,PPC,Awareness,7503.46,0.203659,0.0602896,23,6.91315,7.33274,69,4,1,7,4043,IsConfid,ToolConfid,1
10638,37,Female,102488,PPC,Conversion,292.613,0.1867,0.0319522,10,7.63936,9.17781,19,7,9,9,3064,IsConfid,ToolConfid,1
10639,20,Female,35701,SEO,Conversion,4069.95,0.216875,0.171437,24,4.55244,0.854566,34,16,1,8,1440,IsConfid,ToolConfid,1
10640,33,Female,95281,PPC,Consideration,2648.24,0.14759,0.141326,45,3.34664,7.56609,47,5,9,9,1480,IsConfid,ToolConfid,1
10641,47,Male,109871,PPC,Conversion,6417.63,0.0882962,0.0874372,36,1.53013,6.74742,42,14,4,7,1809,IsConfid,ToolConfid,1
10642,62,Female,88225,PPC,Consideration,4647,0.202467,0.0919692,6,9.56408,10.4498,19,0,1,1,465,IsConfid,ToolConfid,0
10643,40,Female,139278,"Social Media",Retention,9648.54,0.117694,0.0474524,16,6.23873,4.47949,55,10,8,1,433,IsConfid,ToolConfid,1
10644,45,Female,72492,PPC,Retention,2267.89,0.0734963,0.0118147,40,7.4477,11.2864,2,5,5,4,3016,IsConfid,ToolConfid,1
10645,68,Male,22988,Email,Retention,5919.78,0.128502,0.0763782,18,5.21967,10.228,67,5,6,1,1258,IsConfid,ToolConfid,1
10646,57,Female,55919,PPC,Conversion,7032.08,0.231348,0.0381987,20,3.09887,7.89082,10,19,2,0,2154,IsConfid,ToolConfid,1
10647,22,Male,130023,PPC,Conversion,8273.09,0.14798,0.0901281,44,9.95871,5.94694,61,19,9,9,1734,IsConfid,ToolConfid,1
10648,37,Female,68426,SEO,Awareness,4129.01,0.0969606,0.168427,8,9.70656,4.87888,60,17,6,3,992,IsConfid,ToolConfid,0
10649,57,Female,72167,PPC,Conversion,6900.53,0.251242,0.0318033,44,8.73995,8.25894,94,17,3,0,681,IsConfid,ToolConfid,1
10650,61,Male,29013,"Social Media",Consideration,3101.69,0.265677,0.0274332,45,9.24516,8.86395,57,6,7,3,2848,IsConfid,ToolConfid,1
10651,18,Female,59113,Referral,Awareness,4411.21,0.135643,0.181399,7,6.17537,6.99791,28,15,8,3,3814,IsConfid,ToolConfid,1
10652,47,Male,23574,PPC,Conversion,8966.71,0.11866,0.151577,45,4.31009,5.14833,37,18,4,5,4416,IsConfid,ToolConfid,1
10653,38,Female,118016,PPC,Awareness,9504.08,0.187683,0.0200833,44,4.08837,13.2586,83,11,2,9,4257,IsConfid,ToolConfid,1
10654,37,Male,27838,PPC,Conversion,7216.29,0.0268126,0.0251184,26,9.40352,4.99809,87,17,5,4,319,IsConfid,ToolConfid,1
10655,23,Female,113899,SEO,Consideration,3806.08,0.210484,0.140136,22,9.62979,10.2464,86,3,2,8,4188,IsConfid,ToolConfid,1
10656,39,Male,51368,Referral,Retention,8218.57,0.236863,0.0803654,9,4.96437,13.62,21,1,5,9,1401,IsConfid,ToolConfid,1
